source,target,path
18906,19045,"['18906', '19042', '19043', '19044', '19045']"
18906,19044,"['18906', '19042', '19043', '19044']"
18906,19043,"['18906', '19042', '19043']"
18906,19042,"['18906', '19042']"
18906,19040,"['18906', '19040']"
18906,7206877,"['18906', '19040', '7206877']"
18906,7206943,"['18906', '19040', '7206877', '7206943']"
18906,7206944,"['18906', '19040', '7206877', '7206943', '7206944']"
18906,7206945,"['18906', '19040', '7206877', '7206943', '7206944', '7206945']"
18906,3407190,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190']"
18906,5306691,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691']"
18906,5306694,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694']"
18906,5306695,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695']"
18906,9206548,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548']"
18906,7405493,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
18906,7405516,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
18906,7405517,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
18906,7405518,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
18906,7805208,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
18906,7805213,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
18906,7805219,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
18906,7805216,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
18906,7504827,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18906,7504951,"['18906', '19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
19040,18882,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881', '18882']"
19040,18881,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881']"
19040,18880,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880']"
19040,18879,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879']"
19040,18878,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878']"
19040,18877,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877']"
19040,18874,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874']"
19040,18873,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873']"
19040,18872,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872']"
19040,18870,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870']"
19040,18869,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869']"
19040,18868,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868']"
19040,18863,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863']"
19040,18862,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862']"
19040,18861,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861']"
19040,18860,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860']"
19040,18857,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857']"
19040,18856,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856']"
19040,18855,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855']"
19040,18854,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855', '18854']"
19040,18853,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855', '18854', '18853']"
19040,18851,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855', '18854', '18853', '18851']"
19040,18852,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855', '18854', '18853', '18851', '18852']"
19040,18849,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848', '4406608', '18849']"
19040,4406608,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848', '4406608']"
19040,18848,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848']"
19040,2600672,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672']"
19040,18850,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850']"
19040,18859,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859']"
19040,18858,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858']"
19040,9206443,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443']"
19040,2705944,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944']"
19040,3305180,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180']"
19040,3305845,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845']"
19040,18927,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927']"
19040,9505541,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
19040,18890,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888', '18890']"
19040,18888,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888']"
19040,18887,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887']"
19040,18886,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886']"
19040,18885,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885']"
19040,18884,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884']"
19040,18883,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883']"
19040,18944,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944']"
19040,18876,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876']"
19040,18875,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875']"
19040,18987,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987']"
19040,18871,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871']"
19040,18867,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867']"
19040,18866,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866']"
19040,18865,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865']"
19040,18864,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865', '18864']"
19040,18920,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867', '18866', '18865', '18864', '18920']"
19040,4406630,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406630']"
19040,4406631,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631']"
19040,6311368,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368']"
19040,6311285,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285']"
19040,18966,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966']"
19040,1211339,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339']"
19040,1211401,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401']"
19040,9607525,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401', '9607525']"
19040,19045,"['19040', '18906', '19042', '19043', '19044', '19045']"
19040,19044,"['19040', '18906', '19042', '19043', '19044']"
19040,19043,"['19040', '18906', '19042', '19043']"
19040,19042,"['19040', '18906', '19042']"
19040,18906,"['19040', '18906']"
19040,7206877,"['19040', '7206877']"
19040,7206943,"['19040', '7206877', '7206943']"
19040,7206944,"['19040', '7206877', '7206943', '7206944']"
19040,7206945,"['19040', '7206877', '7206943', '7206944', '7206945']"
19040,3407190,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190']"
19040,5306691,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691']"
19040,5306694,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694']"
19040,5306695,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695']"
19040,9206548,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548']"
19040,7405493,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
19040,7405516,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
19040,7405517,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
19040,7405518,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
19040,7805208,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
19040,7805213,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
19040,7805219,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
19040,7805216,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
19040,7504827,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
19040,7504951,"['19040', '7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
7206877,18882,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881', '18882']"
7206877,18881,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881']"
7206877,18880,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879', '18880']"
7206877,18879,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878', '18879']"
7206877,18878,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877', '18878']"
7206877,18877,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874', '18877']"
7206877,18874,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873', '18874']"
7206877,18873,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872', '18873']"
7206877,18872,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870', '18872']"
7206877,18870,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18870']"
7206877,18869,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869']"
7206877,18868,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868']"
7206877,18863,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863']"
7206877,18862,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862']"
7206877,18861,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861']"
7206877,18860,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860']"
7206877,18857,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857']"
7206877,18856,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856']"
7206877,18855,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855']"
7206877,18854,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855', '18854']"
7206877,18853,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855', '18854', '18853']"
7206877,18851,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855', '18854', '18853', '18851']"
7206877,18852,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18855', '18854', '18853', '18851', '18852']"
7206877,18849,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848', '4406608', '18849']"
7206877,4406608,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848', '4406608']"
7206877,18848,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672', '18848']"
7206877,2600672,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850', '2600672']"
7206877,18850,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859', '18850']"
7206877,18859,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858', '18859']"
7206877,18858,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18858']"
7206877,9206443,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443']"
7206877,2705944,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944']"
7206877,3305180,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180']"
7206877,3305845,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845']"
7206877,18927,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927']"
7206877,9505541,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
7206877,18890,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888', '18890']"
7206877,18888,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888']"
7206877,18887,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887']"
7206877,18886,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886']"
7206877,18885,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885']"
7206877,18884,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884']"
7206877,18883,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944', '18883']"
7206877,18944,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876', '18944']"
7206877,18876,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875', '18876']"
7206877,18875,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987', '18875']"
7206877,18987,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871', '18987']"
7206877,18871,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18871']"
7206877,18867,"['7206877', '7206943', '7206944', '7206945', '3407190', '5306691', '5306694', '5306695', '9206548', '18856', '18857', '18860', '18861', '18862', '18863', '18868', '18869', '18867']"
